Name,Price,Abv,Rating,Year_Made,Distillery,Mash_Bill,Flavor_Profile,Aging Period
"Whatever Bottled in Bond, 50%",90,50,89,NA,Whatever Distillery,undisclosed,"caramel, vanilla, oak, spice",4
"High N  Wicked 5 year old High Rye Cask Strength, 62.6%",90,62.6,89,2023,High N Wicked (distilled at New Riff Distillery),"65% corn, 30% rye, 5% malted barley","spicy, caramel, oak, vanilla, pepper",5
"Barrell Bourbon Cask Finish Series: Tale of Two Islands 5 year old Blend of Straights, 59.11%",90,59.1,89,2018,Barrell Craft Spirits (sourced from undisclosed distilleries),undisclosed,"tropical fruit, caramel, smoky, spicy, oak",5
"Barrell New Year Cask Strength Blend of Straights (2024 release), 56.5%",90,56.5,89,2024,Barrell Craft Spirits (sourced blend from undisclosed distilleries),undisclosed,"caramel, spice, oak, vanilla, dried fruit",5.5
"Wild Turkey Wild Turkey 'Tradition' 14 year old, 50.5%",100,50.5,89,2009,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice, dried fruit",14
"Blood Oath Pact 4, 49.3%",100,49.3,89,2018,Lux Row Distillers,undisclosed,"caramel, vanilla, toasted oak, honey, spice",6
"Woodford Reserve 2017 Master s Collection Cherry Wood Smoked Barley, 45.2%",100,45.2,89,2017,Woodford Reserve Distillery,"70% corn, 30% cherry wood smoked barley","Smoky, Cherry, Malt, Oak, Vanilla",7
"Yellowstone Limited Edition Armagnac Cask-Finished (2020 Release), 50.5%",100,50.5,89,2020,Limestone Branch Distillery,undisclosed,"caramel, dried fruit, spice, oak, vanilla",8
"Blood Oath Pact No. 7 Sauternes Finished, 49.3%",100,49.3,89,2021,Lux Row Distillers,undisclosed,"caramel, honeyed sweetness, apricot, oak, spice",6
"American Highway Reserve, 48%",100,48,89,2021,Bardstown Bourbon Company,undisclosed,"caramel, vanilla, oak, spice",4.5
"Middle West Spirits 6 year old Sherry Cask Finished, 48.62%",100,48.6,89,NA,Middle West Spirits,undisclosed,"dried fruit, spicy, caramel, oak, sherry",6
"Old Elk Master s Blend Series Four Grain, 52.95%",100,53,89,NA,Old Elk Distillery,undisclosed,"caramel, spice, oak, vanilla, toasted grain",6
"Broken Barrel x Los Angeles Distillery Collaboration Collection Single Barrel High Wheat, 65.1%",110,65.1,89,2023,Los Angeles Distillery,undisclosed,"wheat, caramel, spice, oak, vanilla",3.5
"Lost Lantern Tom's Foolery Ohio Straight Bourbon Single Cask, 57.1%",120,57.1,89,2023,Tom's Foolery Distillery,undisclosed,"caramel, spice, oak, vanilla, rich",6
"Wild Turkey Diamond, 45.5%",125,45.5,89,2014,Wild Turkey Distillery,"75% Corn, 13% Rye, 12% Malted Barley","caramel, oak, vanilla, spice, honey",9
"Heaven s Door 10 year old Tennessee Bourbon, 50%",130,50,89,NA,Undisclosed (Sourced from Tennessee),Undisclosed,"Vanilla, Oak, Caramel, Spice, Fruit",10
"Kentucky Owl The Wiseman (St. Patrick s Edition), 50%",135,50,89,2022,Kentucky Owl (Bardstown Bourbon Company),undisclosed,"caramel, oak, spice, vanilla, orchard fruit",5
"Angel s Envy Cask Strength (2012 Release), 61.85%",150,61.9,89,2012,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","caramel, spice, dark fruit, oak, vanilla",6
"Lone Whisker 12 year old, 46.9%",150,46.9,89,NA,Undisclosed,Undisclosed,"Vanilla, Oak, Caramel, Spice, Rich",12
"Angel s Envy Cask Strength (2014 Release), 59.65%",170,59.6,89,2014,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","caramel, vanilla, dark fruit, toasted oak, spice",6
"Remus Gatsby Reserve 15 year old Cask Strength, 48.9%",200,48.9,89,2022,Ross & Squibb Distillery (MGP),undisclosed,"oak, caramel, vanilla, spice, dried fruit",15
"Rebel Yell 100 Proof Kentucky Straight, 50%",20,50,88,2020,Lux Row Distillers,Undisclosed (wheated mash bill),"caramel, vanilla, oak, spice",5
"Jim Beam Bonded, 50%",23,50,88,2015,James B. Beam Distilling Co.,"77% corn, 13% rye, 10% malted barley","caramel, vanilla, oak, spice, toasted nuts",4
"StoneHammer Distiller s Reserve, 45%",25,45,88,NA,StoneHammer Distillery,undisclosed,"oak, caramel, vanilla, spice",3.5
"Bulleit, 45%",25,45,88,NA,Bulleit Distilling Co. (Diageo),"68% corn, 28% rye, 4% malted barley","Spice, Caramel, Oak, Vanilla",6
"Elijah Craig 12 year old Single Barrel, 47%",26,47,88,NA,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","oak, caramel, vanilla, spice, toasted nuts",12
"Ridgemont Reserve 8 year old, 46.85%",30,46.9,88,NA,Barton 1792 Distillery,undisclosed,"caramel, oak, vanilla, spice",8
"Johnny Drum Private Stock, 50.5%",30,50.5,88,NA,Willett Distillery (Kentucky Bourbon Distillers),undisclosed,"caramel, vanilla, oak, spice",9
"Evan Williams Single Barrel 2009 Vintage, 43.3%",30,43.3,88,2009,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, vanilla, oak, spice, fruity",10
"Eagle Rare 10 year old Straight, 45%",30,45,88,NA,Buffalo Trace Distillery,"Undisclosed (Buffalo Trace Mash Bill #1, low rye, percentages undisclosed)","Vanilla, caramel, oak, honey, orange",10
"Nelson s Green Brier Sour Mash, 45.5%",30,45.5,88,2022,Nelson's Green Brier Distillery,undisclosed,"caramel, oak, vanilla, cinnamon, spice",4
"Four Roses Single Barrel (Barrel #19-6J), 50%",32,50,88,2019,Four Roses Distillery,"60% corn, 35% rye, 5% malted barley","Spicy, Fruity, Vanilla, Caramel",8
"Black Ridge, 45%",32,45,88,NA,Undisclosed (Bottled by Clear Springs Distilling Co.),Undisclosed,"Vanilla, Caramel, Oak, Spice",4
"1792 Sweet Wheat Bourbon, 45.6%",33,45.6,88,NA,Barton 1792 Distillery,undisclosed (wheat-based),"sweet, caramel, vanilla, fruity, smooth",7
"Old Forester Birthday Bourbon, 13 year old, 1993 Vintage, 48%",35,48,88,1993,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, spice, toasted nuts",13
"Elmer T. Lee Single Barrel Commemorative Edition, 46.5%",35,46.5,88,2013,Buffalo Trace Distillery,undisclosed,"vanilla, caramel, oak, spice, dried fruit",10
"Four Roses Small Batch, 45%",35,45,88,NA,Four Roses Distillery,Undisclosed (blend of Four Roses' mash bills),"Fruity, Spicy, Floral, Caramel",7
"Legent, 47%",35,47,88,2019,Jim Beam Distillery,undisclosed,"caramel, dried fruit, oak, spice, vanilla",5
"Belle Meade Sour Mash Straight, 45.2%",35,45.2,88,NA,Nelson's Green Brier Distillery,undisclosed,"caramel, vanilla, spice, oak, fruit",8
"Oppidan Four Grain Straight (Batch 001), 50%",35,50,88,NA,Oppidan Spirits,"68% Corn, 14% Wheat, 9% Rye, 9% Malted Barley","caramel, oak, vanilla, spice",4
"Chattanooga 91 Proof Straight Bourbon (Batch 19F17R), 45.5%",35,45.5,88,2022,Chattanooga Whiskey Distillery,"75% corn, 12% malted rye, 7% caramel malted barley, 6% honey malted barley","caramel, vanilla, spice, malt, honey",3.5
"High West American Prairie Blend of Straight Bourbons (Batch 19A23), 46%",35,46,88,2023,High West Distillery,undisclosed,"caramel, vanilla, spice, oak, honey",6
"Starlight Distillery Carl T. Huber Signature Indiana Straight (Batch 0217), 46%",35,46,88,2021,Starlight Distillery,undisclosed,"caramel, vanilla, oak, spice, fruity",4
"Bowman Brothers Small Batch Virginia Straight, 45%",35,45,88,NA,A. Smith Bowman Distillery,undisclosed,"caramel, vanilla, oak, spice",5
"Russell s Reserve 10 year old, 45%",37,45,88,NA,Wild Turkey Distillery,"75% corn, 13% rye, 12% malted barley","caramel, vanilla, oak, spice",10
"Jack Daniel s Bottled in Bond, 50%",38,50,88,2018,Jack Daniel's Distillery,"80% corn, 12% malted barley, 8% rye","caramel, oak, banana, spice, vanilla",4
"Jim Beam Signature Craft 12 year old, 43%",40,43,88,2013,Jim Beam Distillery,undisclosed,"oak, caramel, vanilla, spice, toasted nuts",12
"Duke Kentucky Straight, 44%",40,44,88,NA,O.Z. Tyler Distillery,"75% corn, 13% rye, 12% barley","Oak, Vanilla, Caramel, Spice",6
"Skunk Brothers Smoke Jumper, 45%",40,45,88,NA,Skunk Brothers Spirits,undisclosed,"smoky, caramel, vanilla, oak",4
"James Ownby, 47%",40,47,88,2020,Ole Smoky Distillery,undisclosed,"caramel, oak, vanilla, spice",4
"Nelson s Green Brier Nelson Brothers Classic Blend of Straights, 46.65%",40,46.6,88,2022,Nelson's Green Brier Distillery,undisclosed,"caramel, vanilla, spice, oak, apple",5
"Old Hickory, 43%",40,43,88,NA,R.S. Lipman Company,undisclosed,"caramel, vanilla, oak, spice",3.5
"Eric LeGrand, 44%",40,44,88,2023,Bardstown Bourbon Company,undisclosed,"vanilla, caramel, oak, spice",4
"Templeton Fortitude, 46%",40,46,88,NA,Templeton Distillery,undisclosed,"vanilla, oak, spice, caramel",5
"Redwood Empire Pipe Dream Bourbon, 45%",45,45,88,2020,Redwood Empire Distilling,"75% Corn, 21% Rye, 4% Malted Barley","Vanilla, Caramel, Baking Spice, Oak, Citrus",4
"Cathead Old Soul Blended Straight Bourbon (Batch 1), 45%",45,45,88,2019,Cathead Distillery,undisclosed,"caramel, vanilla, oak, baking spices",4
"Chattanooga Tawny Port Cask Finished (Batch 21C11R2), 47.5%",45,47.5,88,2023,Chattanooga Whiskey Co.,undisclosed,"dried fruit, caramel, vanilla, oak, spice",4
"Old Soul High Rye, 45%",45,45,88,NA,Cathead Distillery,"75% Corn, 21% Rye, 4% Malted Barley","Spice, Vanilla, Caramel, Oak",4
"Dragon s Milk 5 year old Origin Small Batch, 47.5%",45,47.5,88,NA,New Holland Artisan Spirits,undisclosed,"vanilla, caramel, oak, malty, chocolate",5
"Hotel Tango 2 year old, 45%",45,45,88,NA,Hotel Tango Distillery,undisclosed,"caramel, vanilla, oak, spice",2
"Bull Run (Batch 049), 48%",45,48,88,NA,Bull Run Distillery,undisclosed,"caramel, vanilla, oak, baking spice",6
"Coors Whiskey Co. Barmen 1873, 46%",45,46,88,2023,Coors Whiskey Co.,undisclosed,"caramel, oak, vanilla, spice",3.5
"Buffalo Trace Experimental Collection 'Double Barreled,' 1997 Vintage, 45%",47,45,88,1997,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice, toasted",20
"Buffalo Trace Experimental Collection, 1995 Vintage,  French Oak Barrel Aged,  45%",47,45,88,1995,Buffalo Trace Distillery,undisclosed,"oak, vanilla, caramel, spice, fruit",22
"Jim Beam  Signature  Six Grain, 44.5%",47,44.5,88,2014,Jim Beam Distillery,"Corn, Rye, Barley, Wheat, Brown Rice, Triticale (percentages undisclosed)","Grain-forward, Sweet, Complex, Spicy, Nutty",5
"Buffalo Trace Experimental Collection  Rediscovered Barrels,  1991 vintage, 19 year old, 45%",47,45,88,1991,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice, dried fruit",19
"Giant French Oak Barrel 19 year old, 45%",47,45,88,NA,Buffalo Trace Distillery,undisclosed,"Oak, Caramel, Vanilla, Spice, Rich",19
"Buffalo Trace Experimental Collection Wheat 125, 45%",47,45,88,NA,Buffalo Trace Distillery,undisclosed,"wheat, sweet, vanilla, caramel, oak",6
"Buffalo Trace Experimental Collection Standard Stave Drying Time, 45%",47,45,88,2022,Buffalo Trace Distillery,undisclosed,"oak, vanilla, spice, caramel",6
"Buffalo Trace Experimental Collection 12 year old bourbon from floor #1, 45%",47,45,88,2015,Buffalo Trace Distillery,undisclosed,"oak, caramel, vanilla, spice",12
"Buffalo Trace French Oak Barrel Aged, 45%",47,45,88,NA,Buffalo Trace Distillery,undisclosed,"oak, vanilla, caramel, spice, toasted",6
"Chattanooga 111 Proof Straight Bourbon (Batch 19J03E), 55.5%",47,55.5,88,2019,Chattanooga Whiskey Company,"Yellow corn, malted rye, caramel malted barley, honey malted barley (percentages undisclosed)","Caramel, Dark chocolate, Spice, Toasted oak, Dried fruit",4
"Wilderness Trail Single Barrel Bottled In Bond (Batch 16F21Q), 50%",48,50,88,2021,Wilderness Trail Distillery,"64% corn, 24% rye, 12% malted barley","caramel, vanilla, oak, spice, fruity",4
"Freeland Spirits Bourbon (Batch 2), 46%",49,46,88,NA,Freeland Spirits,"70% corn, 20% rye, 10% malted barley","caramel, vanilla, spice, oak",3
"Old Forester Birthday Bourbon 12 year old 1999, 49%",50,49,88,1999,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, oak, spice, vanilla, fruit",12
"Woodford Reserve Double Oaked, 45.2%",50,45.2,88,2012,Woodford Reserve Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, chocolate, toasted",6.5
"Woodford Reserve Double Oaked, 45.2%",50,45.2,88,2012,Woodford Reserve Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, chocolate, toasted",7
"Breaker Bourbon, 45%",50,45,88,NA,Ascendant Spirits Distillery,undisclosed,"caramel, vanilla, oak, spice",5
"Jim Beam Harvest Collection Triticale, 45%",50,45,88,2015,Jim Beam Distillery,undisclosed (contains triticale),"spice, vanilla, caramel, oak",4
"FEW Bourbon, 46.5%",50,46.5,88,NA,FEW Spirits,"70% corn, 20% rye, 10% malted barley","caramel, spicy, cinnamon, vanilla, oak",4
"Hickory Hill 12 year old Single Barrel Kentucky Straight Bourbon (Barrel No. 2), 45%",50,45,88,NA,Gulf Coast Distillers (sourced from undisclosed Kentucky distillery),undisclosed,"caramel, oak, vanilla, spice, toasted nuts",12
"Bond & Lillard Kentucky Straight, 50%",50,50,88,2017,Wild Turkey Distillery,undisclosed,"caramel, spice, oak, citrus, vanilla",4
"Old Fourth Distillery Bottled in Bond Straight (Barrel 20), 50%",50,50,88,NA,Old Fourth Distillery,undisclosed,"caramel, vanilla, oak, spice",4
"Taconic Dutchess Private Reserve Cognac Cask-Finished, 45%",50,45,88,2023,Taconic Distillery,"70% corn, 25% rye, 5% malted barley","caramel, dried fruit, spice, vanilla, oak",4
"Uncle Nearest 1884 Small Batch Tennessee Whiskey, 46.5%",50,46.5,88,NA,Nearest Green Distillery,undisclosed,"caramel, vanilla, oak, cinnamon, spice",7
"Hudson Baby Straight Bourbon (Batch 9), 46%",50,46,88,NA,Tuthilltown Spirits Distillery,100% Corn,"Sweet corn, caramel, vanilla, oak",3
"Elijah Craig Toasted Barrel Kentucky Straight, 47%",50,47,88,2020,Heaven Hill Distillery,"78% corn, 12% malted barley, 10% rye","caramel, toasted oak, vanilla, baking spice",10
"Koval Single Barrel (No. ZT3W42), 47%",50,47,88,NA,Koval Distillery,"51% corn, 49% millet","fruity, grain-forward, spicy, caramel",4
"Angel s Envy Port Finished, 43.3%",50,43.3,88,NA,Louisville Distilling Co.,"72% corn, 18% rye, 10% malted barley","vanilla, dried fruit, caramel, spice",6
"Wyoming Whiskey National Parks 5 year old Straight, 46%",50,46,88,2021,Wyoming Whiskey Distillery,"68% corn, 20% wheat, 12% malted barley","caramel, vanilla, oak, cinnamon, dried fruit",5
"Village Bourbon, 45%",50,45,88,NA,Village Garage Distillery,undisclosed,"caramel, vanilla, oak, spice",3
"Jeptha Creed Bottled In Bond Rye Bourbon, 50%",50,50,88,NA,Jeptha Creed Distillery,"75% Bloody Butcher Corn, 20% Malted Rye, 5% Malted Barley","spicy, caramel, oak, rye, vanilla",4
"Sonoma Distilling Co. Cherrywood Smoked, 47.8%",50,47.8,88,NA,Sonoma Distilling Co.,"67% Corn, 20% Rye, 13% Cherrywood Smoked Barley","Smoky, Cherrywood, Spice, Vanilla, Oak",3
"Boondocks 8 year old Port Cask Finished, 45%",50,45,88,2018,Undisclosed (Produced by Boondocks Spirits; sourced whiskey),Undisclosed,"Rich fruit, Sweet spice, Vanilla, Oak",8
"Litchfield Distillery Batchers , 46%",50,46,88,NA,Litchfield Distillery,"70% corn, 25% rye, 5% malted barley","vanilla, caramel, oak, spice",3.5
"Eight Settlers Devil s Gate Small Batch (Batch 19), 45%",51,45,88,NA,Eight Settlers Distillery,undisclosed,"caramel, vanilla, oak, spice",4
"Beacon Small Batch, 50%",52,50,88,NA,Denning's Point Distillery,undisclosed,"caramel, vanilla, oak, spice",4
"Eagle Rare 17 year old (Fall 2006 release), 45%",55,45,88,2006,Buffalo Trace Distillery,Undisclosed,"Oak, Caramel, Vanilla, Leather, Spice",17
"Booker s 2015-01  Big Man, Small Batch,  64.35%",55,64.3,88,2015,Jim Beam Distillery,"77% Corn, 13% Rye, 10% Malted Barley","spicy, vanilla, caramel, oak, bold",6.5
"Backbone Bourbon Uncut (batch 13), 56.5%",55,56.5,88,2020,Backbone Bourbon Company (sourced from MGP),"70% corn, 25% rye, 5% malted barley","caramel, oak, spice, vanilla, robust",7
"Old Forester Statesman, 47.5%",55,47.5,88,2017,Old Forester Distillery (Brown-Forman),"72% corn, 18% rye, 10% malted barley","caramel, spice, vanilla, oak, fruit",4.5
"Jefferson s Reserve Single Barrel Kentucky Straight, 50%",55,50,88,NA,Kentucky Artisan Distillery,undisclosed,"caramel, vanilla, spice, oak, fruit",8
"Judson & Moore (Batch 007), 47%",55,47,88,NA,Judson & Moore,undisclosed,"caramel, vanilla, oak, spice",4
"Bespoken Spirits, 47%",57,47,88,NA,Bespoken Spirits,undisclosed,"oak, caramel, vanilla, spice",2
"Tumblin  Dice 4 year old Single Barrel Barrel-Proof Straight Bourbon (No. 1), 57.85%",59,57.9,88,NA,MGP Distillery (sourced by Proof and Wood),"60% corn, 36% rye, 4% malted barley","spicy, caramel, oak, vanilla, cinnamon",4
"Colonel E.H. Taylor Jr. Single Barrel, 50%",60,50,88,NA,Buffalo Trace Distillery,undisclosed,"caramel, oak, vanilla, spice, tobacco",7
"Blanton s Single Barrel (no. 498), 46.5%",60,46.5,88,NA,Buffalo Trace Distillery,Undisclosed,"caramel, vanilla, oak, spice, honey",7
"Berkshire Bourbon Smoke and Peat, 43%",60,43,88,NA,Berkshire Mountain Distillers,undisclosed,"smoky, peaty, caramel, vanilla, oak",4
"Black Button Distilling Distiller s Select Single Barrel Straight (No. 724), 45%",60,45,88,NA,Black Button Distilling,undisclosed,"vanilla, oak, caramel, spice",2.5
"Ironroot Harbinger Straight, 57.5%",60,57.5,88,2020,Ironroot Republic Distillery,undisclosed,"caramel, spice, oak, dried fruit, vanilla",3
"Bluegrass Distillers Limited Release Toasted Oak, 50%",60,50,88,NA,Bluegrass Distillers,undisclosed,"Toasted oak, Vanilla, Caramel, Spice",6
"Old Forester 1910 Old Fine Whisky, 46.5%",65,46.5,88,NA,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, oak, vanilla, toasted, chocolate",4
"Penelope Toasted Barrel Strength, 56%",65,56,88,2023,Penelope Bourbon (sourced from MGP),"Corn 75%, Rye 21%, Malted Barley 4%","Toasted oak, caramel, vanilla, spice",5
"Colonel E.H. Taylor Jr. Old Fashioned Sour Mash, 50%",70,50,88,2011,Buffalo Trace Distillery,undisclosed,"caramel, oak, vanilla, spice, dried fruit",6
"Watershed Distillery Barrel-Strength Apple Brandy Barrel-Finished (Batch 001), 59.65%",70,59.6,88,2022,Watershed Distillery,undisclosed,"apple, caramel, spice, oak, vanilla",4
"Woodinville PX Sherry Cask Finished, 47.5%",70,47.5,88,2023,Woodinville Whiskey Co.,"72% corn, 22% rye, 6% malted barley","dried fruit, caramel, spice, oak, sweet",5
"Chattanooga Finished in Moscatel and Sauternes Barrels, 55%",70,55,88,2023,Chattanooga Whiskey,undisclosed,"sweet, fruity, honey, floral, wine-influenced",4
"I.W. Harper 15 year old, 43%",75,43,88,2015,New Bernheim Distillery,"86% corn, 6% rye, 8% malted barley","oak, caramel, vanilla, dried fruit, spice",15
"Old Forester Birthday Bourbon 12 year old (2015 release), 50%",75,50,88,2015,Old Forester Distillery,"72% corn, 18% rye, 10% malted barley","caramel, vanilla, oak, spice, dried fruit",12
"Belle Meade Malmsey Madeira Cask Finish, 45.2%",75,45.2,88,2017,Nelson's Green Brier Distillery,undisclosed,"dried fruit, caramel, honey, spice, oak",6
"J. Henry Patton Road Reserve 5 year old Straight (Batch 149), 59.99%",75,60,88,NA,J. Henry & Sons,"60% Corn, 14% Rye, 14% Wheat, 12% Malted Barley","caramel, spice, fruit, oak, vanilla",5
"Ranger Creek .36 Single Barrel (barrel #503), 48%",79,48,88,NA,Ranger Creek Brewing & Distilling,"70% Corn, 16% Rye, 14% Malted Barley","caramel, oak, vanilla, spice",2
"Breuckelen Project No. 1 Bottled in Bond Wheated Bourbon, 50%",80,50,88,NA,Breuckelen Distilling,undisclosed (wheated),"caramel, vanilla, oak, honey, spice",4
